% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1738332042.7841 0.21 1.38 0.21 1.40 0 0 0
1738332042.7864 0.25 1.35 0.21 1.40 0 0 0
1738332042.7908 0.31 1.33 0.21 1.40 0 0 0
1738332042.7958 0.34 1.25 0.21 1.40 0 0 0
1738332042.8016 0.38 1.07 0.21 1.40 0 0 0
1738332042.8055 0.41 0.91 0.21 1.40 0 0 0
1738332042.8091 0.41 0.91 0.41 0.91 0 0 0
1738332042.8110 0.44 0.89 0.41 0.91 0 0 0
1738332042.8160 0.47 0.91 0.41 0.91 0 0 0
1738332042.8204 0.50 1.01 0.41 0.91 0 0 0
1738332042.8260 0.52 1.03 0.41 0.91 0 0 0
1738332042.8309 0.55 0.89 0.41 0.91 0 0 0
1738332042.8348 0.55 0.89 0.55 0.89 0 0 0
1738332042.8354 0.58 0.90 0.55 0.89 0 0 0
1738332042.8415 0.61 0.95 0.55 0.89 0 0 0
1738332042.8459 0.63 0.99 0.55 0.89 0 0 0
1738332042.8515 0.65 1.11 0.55 0.89 0 0 0
1738332042.8555 0.68 1.22 0.55 0.89 0 0 0
1738332042.8597 0.68 1.22 0.68 1.20 0 0 0
1738332042.8611 0.71 1.19 0.68 1.20 0 0 0
1738332042.8661 0.73 1.08 0.68 1.20 0 0 0
1738332042.8716 0.76 1.04 0.68 1.20 0 0 0
1738332042.8760 0.79 0.97 0.68 1.20 0 0 0
1738332042.8810 0.82 0.97 0.68 1.20 0 0 0
1738332042.8846 0.82 0.97 0.82 0.97 0 0 0
1738332042.8854 0.84 1.05 0.82 0.97 0 0 0
1738332042.8904 0.86 1.00 0.82 0.97 0 0 0
1738332042.8959 0.89 0.98 0.82 0.97 0 0 0
1738332042.9004 0.92 1.00 0.82 0.97 0 0 0
1738332042.9054 0.94 1.03 0.82 0.97 0 0 0
1738332042.9096 0.94 1.03 0.94 1.00 0 0 0
1738332042.9110 0.46 1.05 0.94 1.00 0 0 0
1738332042.9160 0.36 1.15 0.94 1.00 0 0 0
1738332042.9215 0.28 1.25 0.94 1.00 0 0 0
1738332042.9259 0.17 1.23 0.94 1.00 0 0 0
1738332042.9315 0.18 1.24 0.94 1.00 0 0 0
1738332042.9345 0.18 1.24 0.18 1.20 0 0 0
1738332042.9358 0.17 1.31 0.18 1.20 0 0 0
1738332042.9419 0.15 1.37 0.18 1.20 0 0 0
1738332042.9463 0.13 1.35 0.18 1.20 0 0 0
1738332042.9503 0.15 1.33 0.18 1.20 0 0 0
1738332042.9559 0.22 1.27 0.18 1.20 0 0 0
1738332042.9594 0.22 1.27 0.22 1.30 0 0 0
1738332042.9609 0.23 1.07 0.22 1.30 0 0 0
1738332042.9654 0.30 0.90 0.22 1.30 0 0 0
1738332042.9715 0.34 0.89 0.22 1.30 0 0 0
1738332042.9760 0.38 0.88 0.22 1.30 0 0 0
1738332042.9810 0.40 0.96 0.22 1.30 0 0 0
1738332042.9844 0.40 0.96 0.40 0.96 0 0 0
1738332042.9866 0.42 0.97 0.40 0.96 0 0 0
1738332042.9910 0.44 0.84 0.40 0.96 0 0 0
1738332042.9961 0.51 0.86 0.40 0.96 0 0 0
1738332043.0000 0.53 0.91 0.40 0.96 0 0 0
1738332043.0056 0.56 0.97 0.40 0.96 0 0 0
1738332043.0095 0.56 0.97 0.56 0.97 0 0 0
1738332043.0118 0.58 1.09 0.56 0.97 0 0 0
1738332043.0162 0.61 1.22 0.56 0.97 0 0 0
1738332043.0212 0.65 1.21 0.56 0.97 0 0 0
1738332043.0257 0.67 1.10 0.56 0.97 0 0 0
1738332043.0308 0.70 1.06 0.56 0.97 0 0 0
1738332043.0343 0.70 1.06 0.70 1.10 0 0 0
1738332043.0364 0.72 1.01 0.70 1.10 0 0 0
1738332043.0408 0.74 0.97 0.70 1.10 0 0 0
1738332043.0458 0.57 1.04 0.70 1.10 0 0 0
1738332043.0514 0.43 0.98 0.70 1.10 0 0 0
1738332043.0558 0.39 0.95 0.70 1.10 0 0 0
1738332043.0592 0.39 0.95 0.39 0.95 0 0 0
1738332043.0608 0.39 1.00 0.39 0.95 0 0 0
1738332043.0664 0.35 1.02 0.39 0.95 0 0 0
1738332043.0702 0.34 1.04 0.39 0.95 0 0 0
1738332043.0758 0.33 1.14 0.39 0.95 0 0 0
1738332043.0808 0.26 1.21 0.39 0.95 0 0 0
1738332043.0850 0.26 1.21 0.26 1.20 0 0 0
1738332043.0863 0.23 1.23 0.26 1.20 0 0 0
1738332043.0913 0.22 1.24 0.26 1.20 0 0 0
1738332043.0958 0.20 1.31 0.26 1.20 0 0 0
1738332043.1008 0.23 1.37 0.26 1.20 0 0 0
1738332043.1064 0.23 1.41 0.26 1.20 0 0 0
1738332043.1098 0.23 1.41 0.23 1.40 0 0 0
1738332043.1108 0.29 1.35 0.23 1.40 0 0 0
1738332043.1158 0.29 1.33 0.23 1.40 0 0 0
1738332043.1213 0.30 1.20 0.23 1.40 0 0 0
1738332043.1252 0.28 1.02 0.23 1.40 0 0 0
1738332043.1308 0.29 0.92 0.23 1.40 0 0 0
1738332043.1355 0.29 0.92 0.29 0.92 0 0 0
1738332043.1358 0.29 0.88 0.29 0.92 0 0 0
1738332043.1415 0.29 0.93 0.29 0.92 0 0 0
1738332043.1466 0.82 0.93 0.29 0.92 0 0 0
1738332043.1511 0.61 0.80 0.29 0.92 0 0 0
1738332043.1561 0.63 0.81 0.29 0.92 0 0 0
1738332043.1597 0.63 0.81 0.63 0.81 0 0 0
1738332043.1605 0.42 0.86 0.63 0.81 0 0 0
1738332043.1655 0.45 0.91 0.63 0.81 0 0 0
1738332043.1710 0.46 1.08 0.63 0.81 0 0 0
1738332043.1754 0.48 1.11 0.63 0.81 0 0 0
1738332043.1804 0.50 1.11 0.63 0.81 0 0 0
1738332043.1854 0.50 1.11 0.50 1.10 0 0 0
1738332043.1865 0.51 1.09 0.50 1.10 0 0 0
1738332043.1910 0.52 1.05 0.50 1.10 0 0 0
1738332043.1961 0.54 1.03 0.50 1.10 0 0 0
1738332043.2006 0.55 1.00 0.50 1.10 0 0 0
1738332043.2061 0.57 1.07 0.50 1.10 0 0 0
1738332043.2097 0.57 1.07 0.57 1.10 0 0 0
1738332043.2102 0.67 0.99 0.57 1.10 0 0 0
1738332043.2158 0.69 0.95 0.57 1.10 0 0 0
1738332043.2218 0.71 0.99 0.57 1.10 0 0 0
1738332043.2262 0.74 1.01 0.57 1.10 0 0 0
1738332043.2312 0.76 1.04 0.57 1.10 0 0 0
1738332043.2345 0.76 1.04 0.76 1.00 0 0 0
1738332043.2369 0.78 1.13 0.76 1.00 0 0 0
1738332043.2408 0.81 1.22 0.76 1.00 0 0 0
1738332043.2464 0.83 1.26 0.76 1.00 0 0 0
1738332043.2503 0.85 1.24 0.76 1.00 0 0 0
1738332043.2559 0.88 1.31 0.76 1.00 0 0 0
1738332043.2595 0.88 1.31 0.88 1.30 0 0 0
1738332043.2609 0.92 1.34 0.88 1.30 0 0 0
1738332043.2654 0.95 1.37 0.88 1.30 0 0 0
1738332043.2715 0.97 1.30 0.88 1.30 0 0 0
1738332043.2770 1.00 1.26 0.88 1.30 0 0 0
1738332043.2815 1.03 1.07 0.88 1.30 0 0 0
1738332043.2854 1.03 1.07 1.00 1.10 0 0 0
1738332043.2864 0.88 0.89 1.00 1.10 0 0 0
1738332043.2909 0.33 0.89 1.00 1.10 0 0 0
1738332043.2964 0.30 0.87 1.00 1.10 0 0 0
1738332043.3014 0.16 0.95 1.00 1.10 0 0 0
1738332043.3059 0.12 0.95 1.00 1.10 0 0 0
1738332043.3104 0.12 0.95 0.12 0.95 0 0 0
1738332043.3109 0.07 0.84 0.12 0.95 0 0 0
1738332043.3154 0.05 0.85 0.12 0.95 0 0 0
1738332043.3204 0.11 0.87 0.12 0.95 0 0 0
1738332043.3259 0.12 0.96 0.12 0.95 0 0 0
1738332043.3304 0.25 1.05 0.12 0.95 0 0 0
1738332043.3353 0.25 1.05 0.25 1.00 0 0 0
1738332043.3365 0.24 1.17 0.25 1.00 0 0 0
1738332043.3399 0.32 1.23 0.25 1.00 0 0 0
1738332043.3467 0.34 1.14 0.25 1.00 0 0 0
1738332043.3513 0.35 1.05 0.25 1.00 0 0 0
1738332043.3558 0.36 0.99 0.25 1.00 0 0 0
1738332043.3595 0.36 0.99 0.36 0.99 0 0 0
1738332043.3613 0.35 0.95 0.36 0.99 0 0 0
1738332043.3652 0.37 0.99 0.36 0.99 0 0 0
1738332043.3708 0.37 1.01 0.36 0.99 0 0 0
1738332043.3763 0.38 0.94 0.36 0.99 0 0 0
1738332043.3813 0.39 0.96 0.36 0.99 0 0 0
1738332043.3847 0.39 0.96 0.39 0.96 0 0 0
1738332043.3858 0.41 1.02 0.39 0.96 0 0 0
1738332043.3909 0.44 1.03 0.39 0.96 0 0 0
1738332043.3964 0.46 1.10 0.39 0.96 0 0 0
1738332043.4009 0.50 1.22 0.39 0.96 0 0 0
1738332043.4059 0.54 1.22 0.39 0.96 0 0 0
1738332043.4096 0.54 1.22 0.54 1.20 0 0 0
1738332043.4115 0.56 1.24 0.54 1.20 0 0 0
1738332043.4154 0.59 1.25 0.54 1.20 0 0 0
1738332043.4209 0.62 1.33 0.54 1.20 0 0 0
1738332043.4259 0.65 1.34 0.54 1.20 0 0 0
1738332043.4305 0.68 1.32 0.54 1.20 0 0 0
1738332043.4355 0.68 1.32 0.68 1.30 0 0 0
1738332043.4371 0.70 1.29 0.68 1.30 0 0 0
1738332043.4410 0.72 1.18 0.68 1.30 0 0 0
1738332043.4465 0.75 0.96 0.68 1.30 0 0 0
1738332043.4516 0.78 0.89 0.68 1.30 0 0 0
1738332043.4560 0.80 0.91 0.68 1.30 0 0 0
1738332043.4595 0.80 0.91 0.80 0.91 0 0 0
1738332043.4609 0.83 0.95 0.80 0.91 0 0 0
1738332043.4654 0.85 1.02 0.80 0.91 0 0 0
1738332043.4709 0.61 0.91 0.80 0.91 0 0 0
1738332043.4759 0.23 0.87 0.80 0.91 0 0 0
1738332043.4825 0.30 0.91 0.80 0.91 0 0 0
1738332043.4852 0.30 0.91 0.30 0.91 0 0 0
1738332043.4863 0.21 0.96 0.30 0.91 0 0 0
1738332043.4918 0.21 1.05 0.30 0.91 0 0 0
1738332043.4971 0.23 1.16 0.30 0.91 0 0 0
1738332043.5015 0.21 1.23 0.30 0.91 0 0 0
1738332043.5065 0.20 1.18 0.30 0.91 0 0 0
1738332043.5101 0.20 1.18 0.20 1.20 0 0 0
1738332043.5110 0.20 1.07 0.20 1.20 0 0 0
1738332043.5160 0.18 1.02 0.20 1.20 0 0 0
1738332043.5215 0.20 0.97 0.20 1.20 0 0 0
1738332043.5259 0.23 0.99 0.20 1.20 0 0 0
1738332043.5309 0.29 1.04 0.20 1.20 0 0 0
1738332043.5348 0.29 1.04 0.29 1.00 0 0 0
1738332043.5364 0.32 0.96 0.29 1.00 0 0 0
1738332043.5423 0.35 0.97 0.29 1.00 0 0 0
1738332043.5462 0.37 1.03 0.29 1.00 0 0 0
1738332043.5518 0.44 1.04 0.29 1.00 0 0 0
1738332043.5571 0.47 1.12 0.29 1.00 0 0 0
1738332043.5596 0.47 1.12 0.47 1.10 0 0 0
1738332043.5616 0.49 1.19 0.47 1.10 0 0 0
1738332043.5671 0.53 1.23 0.47 1.10 0 0 0
1738332043.5727 0.56 1.22 0.47 1.10 0 0 0
1738332043.5767 0.59 1.25 0.47 1.10 0 0 0
1738332043.5822 0.62 1.32 0.47 1.10 0 0 0
1738332043.5855 0.62 1.32 0.62 1.30 0 0 0
1738332043.5861 0.64 1.35 0.62 1.30 0 0 0
1738332043.5918 0.67 1.31 0.62 1.30 0 0 0
1738332043.5973 0.69 1.32 0.62 1.30 0 0 0
1738332043.6012 0.71 1.21 0.62 1.30 0 0 0
1738332043.6067 0.53 0.99 0.62 1.30 0 0 0
1738332043.6105 0.53 0.99 0.53 0.99 0 0 0
1738332043.6112 0.46 0.90 0.53 0.99 0 0 0
1738332043.6164 0.36 0.89 0.53 0.99 0 0 0
1738332043.6214 0.41 0.88 0.53 0.99 0 0 0
1738332043.6269 0.33 0.94 0.53 0.99 0 0 0
1738332043.6325 0.38 0.83 0.53 0.99 0 0 0
1738332043.6354 0.38 0.83 0.38 0.83 0 0 0
1738332043.6375 0.42 0.80 0.38 0.83 0 0 0
1738332043.6420 0.43 0.83 0.38 0.83 0 0 0
1738332043.6464 0.44 0.85 0.38 0.83 0 0 0
1738332043.6514 0.46 0.98 0.38 0.83 0 0 0
1738332043.6569 0.41 1.14 0.38 0.83 0 0 0
1738332043.6597 0.41 1.14 0.41 1.10 0 0 0
1738332043.6619 0.41 1.16 0.41 1.10 0 0 0
1738332043.6677 0.42 1.08 0.41 1.10 0 0 0
1738332043.6726 0.41 1.06 0.41 1.10 0 0 0
1738332043.6771 0.41 1.02 0.41 1.10 0 0 0
1738332043.6821 0.42 0.98 0.41 1.10 0 0 0
1738332043.6855 0.42 0.98 0.42 0.98 0 0 0
1738332043.6865 0.45 1.02 0.42 0.98 0 0 0
1738332043.6915 0.48 1.04 0.42 0.98 0 0 0
1738332043.6970 0.50 0.95 0.42 0.98 0 0 0
1738332043.7015 0.54 0.95 0.42 0.98 0 0 0
1738332043.7064 0.58 1.00 0.42 0.98 0 0 0
1738332043.7104 0.58 1.00 0.58 1.00 0 0 0
1738332043.7120 0.61 1.03 0.58 1.00 0 0 0
1738332043.7170 0.63 1.08 0.58 1.00 0 0 0
1738332043.7221 0.66 1.18 0.58 1.00 0 0 0
1738332043.7266 0.70 1.23 0.58 1.00 0 0 0
1738332043.7321 0.72 1.23 0.58 1.00 0 0 0
1738332043.7352 0.72 1.23 0.72 1.20 0 0 0
1738332043.7372 0.75 1.27 0.72 1.20 0 0 0
1738332043.7417 0.76 1.33 0.72 1.20 0 0 0
1738332043.7482 0.81 1.37 0.72 1.20 0 0 0
1738332043.7511 0.83 1.34 0.72 1.20 0 0 0
1738332043.7578 0.86 1.30 0.72 1.20 0 0 0
1738332043.7596 0.86 1.30 0.86 1.30 0 0 0
1738332043.7622 0.88 1.20 0.86 1.30 0 0 0
1738332043.7673 0.91 0.97 0.86 1.30 0 0 0
1738332043.7729 0.93 0.89 0.86 1.30 0 0 0
1738332043.7767 0.96 0.89 0.86 1.30 0 0 0
1738332043.7823 0.98 0.93 0.86 1.30 0 0 0
1738332043.7854 0.98 0.93 0.98 0.93 0 0 0
1738332043.7873 0.70 1.04 0.98 0.93 0 0 0
1738332043.7918 0.37 0.96 0.98 0.93 0 0 0
1738332043.7967 0.21 0.87 0.98 0.93 0 0 0
1738332043.8023 0.18 0.90 0.98 0.93 0 0 0
1738332043.8067 0.15 0.94 0.98 0.93 0 0 0
1738332043.8103 0.15 0.94 0.15 0.94 0 0 0
1738332043.8117 0.07 1.01 0.15 0.94 0 0 0
1738332043.8162 0.03 1.18 0.15 0.94 0 0 0
1738332043.8211 0.04 1.20 0.15 0.94 0 0 0
1738332043.8278 0.07 1.15 0.15 0.94 0 0 0
1738332043.8316 0.06 1.06 0.15 0.94 0 0 0
1738332043.8352 0.06 1.06 0.06 1.10 0 0 0
1738332043.8373 0.08 1.01 0.06 1.10 0 0 0
1738332043.8417 0.06 0.96 0.06 1.10 0 0 0
1738332043.8473 0.06 0.99 0.06 1.10 0 0 0
1738332043.8523 0.08 1.04 0.06 1.10 0 0 0
1738332043.8567 0.12 0.98 0.06 1.10 0 0 0
1738332043.8603 0.12 0.98 0.12 0.98 0 0 0
1738332043.8622 0.17 0.96 0.12 0.98 0 0 0
1738332043.8667 0.58 1.02 0.12 0.98 0 0 0
1738332043.8716 0.50 1.02 0.12 0.98 0 0 0
1738332043.8771 0.52 1.07 0.12 0.98 0 0 0
1738332043.8811 0.54 1.16 0.12 0.98 0 0 0
1738332043.8849 0.54 1.16 0.54 1.20 0 0 0
1738332043.8867 0.56 1.24 0.54 1.20 0 0 0
1738332043.8917 0.59 1.23 0.54 1.20 0 0 0
1738332043.8961 0.61 1.23 0.54 1.20 0 0 0
1738332043.9022 0.63 1.28 0.54 1.20 0 0 0
1738332043.9078 0.65 1.34 0.54 1.20 0 0 0
1738332043.9098 0.65 1.34 0.65 1.30 0 0 0
1738332043.9117 0.67 1.32 0.65 1.30 0 0 0
1738332043.9172 0.69 1.29 0.65 1.30 0 0 0
1738332043.9222 0.73 1.26 0.65 1.30 0 0 0
1738332043.9267 0.68 1.03 0.65 1.30 0 0 0
1738332043.9322 0.74 0.90 0.65 1.30 0 0 0
1738332043.9355 0.74 0.90 0.74 0.90 0 0 0
1738332043.9360 0.76 0.90 0.74 0.90 0 0 0
1738332043.9427 0.78 0.92 0.74 0.90 0 0 0
1738332043.9467 0.80 0.97 0.74 0.90 0 0 0
1738332043.9522 0.83 0.99 0.74 0.90 0 0 0
1738332043.9567 0.85 0.86 0.74 0.90 0 0 0
1738332043.9600 0.85 0.86 0.85 0.86 0 0 0
1738332043.9616 0.87 0.88 0.85 0.86 0 0 0
1738332043.9672 0.92 0.93 0.85 0.86 0 0 0
1738332043.9712 0.92 0.99 0.85 0.86 0 0 0
1738332043.9768 0.95 1.11 0.85 0.86 0 0 0
1738332043.9817 0.97 1.25 0.85 0.86 0 0 0
1738332043.9849 0.97 1.25 0.97 1.20 0 0 0
1738332043.9873 0.97 1.22 0.97 1.20 0 0 0
1738332043.9928 0.69 1.09 0.97 1.20 0 0 0
1738332043.9967 0.48 1.03 0.97 1.20 0 0 0
1738332044.0023 0.21 0.98 0.97 1.20 0 0 0
1738332044.0062 0.14 0.96 0.97 1.20 0 0 0
1738332044.0101 0.14 0.96 0.14 0.96 0 0 0
1738332044.0117 0.13 1.03 0.14 0.96 0 0 0
1738332044.0172 0.09 0.98 0.14 0.96 0 0 0
1738332044.0210 0.07 0.95 0.14 0.96 0 0 0
1738332044.0278 0.15 1.00 0.14 0.96 0 0 0
1738332044.0317 0.14 1.03 0.14 0.96 0 0 0
1738332044.0349 0.14 1.03 0.14 1.00 0 0 0
1738332044.0373 0.22 1.05 0.14 1.00 0 0 0
1738332044.0423 0.28 1.14 0.14 1.00 0 0 0
1738332044.0467 0.32 1.23 0.14 1.00 0 0 0
1738332044.0517 0.35 1.21 0.14 1.00 0 0 0
1738332044.0562 0.41 1.21 0.14 1.00 0 0 0
1738332044.0599 0.41 1.21 0.41 1.20 0 0 0
1738332044.0617 0.47 1.27 0.41 1.20 0 0 0
1738332044.0666 0.49 1.35 0.41 1.20 0 0 0
1738332044.0711 0.53 1.33 0.41 1.20 0 0 0
1738332044.0772 0.56 1.32 0.41 1.20 0 0 0
1738332044.0827 0.58 1.27 0.41 1.20 0 0 0
1738332044.0848 0.58 1.27 0.58 1.30 0 0 0
1738332044.0872 0.61 1.09 0.58 1.30 0 0 0
1738332044.0921 0.62 0.91 0.58 1.30 0 0 0
1738332044.0966 0.54 0.89 0.58 1.30 0 0 0
1738332044.1016 0.60 0.88 0.58 1.30 0 0 0
1738332044.1071 0.45 0.96 0.58 1.30 0 0 0
1738332044.1099 0.45 0.96 0.45 0.96 0 0 0
1738332044.1121 0.50 0.98 0.45 0.96 0 0 0
1738332044.1177 0.48 0.85 0.45 0.96 0 0 0
1738332044.1221 0.45 0.90 0.45 0.96 0 0 0
1738332044.1271 0.45 0.94 0.45 0.96 0 0 0
1738332044.1328 0.45 0.98 0.45 0.96 0 0 0
1738332044.1355 0.45 0.98 0.45 0.98 0 0 0
1738332044.1373 0.47 1.08 0.45 0.98 0 0 0
1738332044.1423 0.44 1.21 0.45 0.98 0 0 0
1738332044.1469 0.34 1.23 0.45 0.98 0 0 0
1738332044.1520 0.33 1.09 0.45 0.98 0 0 0
1738332044.1565 0.33 1.08 0.45 0.98 0 0 0
1738332044.1602 0.33 1.08 0.33 1.10 0 0 0
1738332044.1616 0.31 1.00 0.33 1.10 0 0 0
1738332044.1671 0.30 0.97 0.33 1.10 0 0 0
1738332044.1716 0.35 1.03 0.33 1.10 0 0 0
1738332044.1777 0.38 1.04 0.33 1.10 0 0 0
1738332044.1832 0.44 0.95 0.33 1.10 0 0 0
1738332044.1850 0.44 0.95 0.44 0.95 0 0 0
1738332044.1864 0.48 1.01 0.44 0.95 0 0 0
1738332044.1920 0.50 1.02 0.44 0.95 0 0 0
1738332044.1964 0.56 1.05 0.44 0.95 0 0 0
1738332044.2014 0.58 1.12 0.44 0.95 0 0 0
1738332044.2069 0.60 1.20 0.44 0.95 0 0 0
1738332044.2099 0.60 1.20 0.60 1.20 0 0 0
1738332044.2114 0.63 1.23 0.60 1.20 0 0 0
1738332044.2176 0.66 1.21 0.60 1.20 0 0 0
1738332044.2220 0.69 1.28 0.60 1.20 0 0 0
1738332044.2272 0.71 1.34 0.60 1.20 0 0 0
1738332044.2327 0.75 1.37 0.60 1.20 0 0 0
1738332044.2350 0.75 1.37 0.75 1.40 0 0 0
1738332044.2366 0.77 1.32 0.75 1.40 0 0 0
1738332044.2421 0.80 1.32 0.75 1.40 0 0 0
1738332044.2466 0.82 1.16 0.75 1.40 0 0 0
1738332044.2515 0.67 0.92 0.75 1.40 0 0 0
1738332044.2571 0.47 0.93 0.75 1.40 0 0 0
1738332044.2599 0.47 0.93 0.47 0.93 0 0 0
1738332044.2626 0.40 0.96 0.47 0.93 0 0 0
1738332044.2676 0.30 0.97 0.47 0.93 0 0 0
1738332044.2731 0.29 1.06 0.47 0.93 0 0 0
1738332044.2770 0.30 0.96 0.47 0.93 0 0 0
1738332044.2825 0.29 0.90 0.47 0.93 0 0 0
1738332044.2856 0.29 0.90 0.29 0.90 0 0 0
1738332044.2870 0.27 0.96 0.29 0.90 0 0 0
1738332044.2920 0.24 0.98 0.29 0.90 0 0 0
1738332044.2971 0.23 1.06 0.29 0.90 0 0 0
1738332044.3016 0.25 1.20 0.29 0.90 0 0 0
1738332044.3065 0.30 1.28 0.29 0.90 0 0 0
1738332044.3105 0.30 1.28 0.30 1.30 0 0 0
1738332044.3121 0.33 1.15 0.30 1.30 0 0 0
1738332044.3165 0.39 1.10 0.30 1.30 0 0 0
1738332044.3215 0.44 1.04 0.30 1.30 0 0 0
1738332044.3270 0.46 1.00 0.30 1.30 0 0 0
1738332044.3315 0.51 1.06 0.30 1.30 0 0 0
1738332044.3351 0.51 1.06 0.51 1.10 0 0 0
1738332044.3365 0.54 1.06 0.51 1.10 0 0 0
1738332044.3427 0.57 1.00 0.51 1.10 0 0 0
1738332044.3467 0.59 0.98 0.51 1.10 0 0 0
1738332044.3523 0.63 1.01 0.51 1.10 0 0 0
1738332044.3573 0.65 1.03 0.51 1.10 0 0 0
1738332044.3597 0.65 1.03 0.65 1.00 0 0 0
1738332044.3618 0.68 1.09 0.65 1.00 0 0 0
1738332044.3673 0.71 1.23 0.65 1.00 0 0 0
1738332044.3724 0.73 1.23 0.65 1.00 0 0 0
1738332044.3769 0.76 1.24 0.65 1.00 0 0 0
1738332044.3819 0.79 1.26 0.65 1.00 0 0 0
1738332044.3846 0.79 1.26 0.79 1.30 0 0 0
1738332044.3863 0.82 1.36 0.79 1.30 0 0 0
1738332044.3913 0.84 1.36 0.79 1.30 0 0 0
1738332044.3980 0.87 1.35 0.79 1.30 0 0 0
1738332044.4013 0.90 1.30 0.79 1.30 0 0 0
1738332044.4069 0.92 1.18 0.79 1.30 0 0 0
1738332044.4106 0.92 1.18 0.92 1.20 0 0 0
1738332044.4130 0.95 0.96 0.92 1.20 0 0 0
1738332044.4174 0.97 0.90 0.92 1.20 0 0 0
1738332044.4224 1.00 0.92 0.92 1.20 0 0 0
1738332044.4280 0.87 1.02 0.92 1.20 0 0 0
1738332044.4319 0.63 1.04 0.92 1.20 0 0 0
1738332044.4355 0.63 1.04 0.63 1.00 0 0 0
1738332044.4375 0.33 1.02 0.63 1.00 0 0 0
1738332044.4425 0.27 0.90 0.63 1.00 0 0 0
1738332044.4469 0.22 0.94 0.63 1.00 0 0 0
1738332044.4524 0.22 0.98 0.63 1.00 0 0 0
1738332044.4569 0.21 1.06 0.63 1.00 0 0 0
1738332044.4603 0.21 1.06 0.21 1.10 0 0 0
1738332044.4619 0.19 1.16 0.21 1.10 0 0 0
1738332044.4674 0.20 1.22 0.21 1.10 0 0 0
1738332044.4718 0.18 1.08 0.21 1.10 0 0 0
1738332044.4768 0.23 1.05 0.21 1.10 0 0 0
1738332044.4824 0.30 1.02 0.21 1.10 0 0 0
1738332044.4850 0.30 1.02 0.30 1.00 0 0 0
1738332044.4874 0.34 1.01 0.30 1.00 0 0 0
1738332044.4918 0.36 1.04 0.30 1.00 0 0 0
1738332044.4985 0.36 1.09 0.30 1.00 0 0 0
1738332044.5034 0.31 0.99 0.30 1.00 0 0 0
1738332044.5079 0.27 0.99 0.30 1.00 0 0 0
1738332044.5100 0.27 0.99 0.27 0.99 0 0 0
1738332044.5129 0.28 1.03 0.27 0.99 0 0 0
1738332044.5173 0.26 1.04 0.27 0.99 0 0 0
1738332044.5223 0.24 1.09 0.27 0.99 0 0 0
1738332044.5278 0.27 1.19 0.27 0.99 0 0 0
1738332044.5334 0.31 1.24 0.27 0.99 0 0 0
1738332044.5347 0.31 1.24 0.31 1.20 0 0 0
1738332044.5374 0.36 1.23 0.31 1.20 0 0 0
1738332044.5429 0.41 1.27 0.31 1.20 0 0 0
1738332044.5479 0.44 1.34 0.31 1.20 0 0 0
1738332044.5525 0.48 1.38 0.31 1.20 0 0 0
1738332044.5575 0.52 1.34 0.31 1.20 0 0 0
1738332044.5604 0.52 1.34 0.52 1.30 0 0 0
1738332044.5621 0.53 1.33 0.52 1.30 0 0 0
1738332044.5672 0.57 1.22 0.52 1.30 0 0 0
1738332044.5728 0.58 0.97 0.52 1.30 0 0 0
1738332044.5778 0.61 0.89 0.52 1.30 0 0 0
1738332044.5834 0.63 0.87 0.52 1.30 0 0 0
1738332044.5847 0.63 0.87 0.63 0.87 0 0 0
1738332044.5878 0.57 0.90 0.63 0.87 0 0 0
1738332044.5929 0.44 0.96 0.63 0.87 0 0 0
1738332044.5974 0.53 0.85 0.63 0.87 0 0 0
1738332044.6024 0.53 0.85 0.63 0.87 0 0 0
1738332044.6079 0.54 0.90 0.63 0.87 0 0 0
1738332044.6097 0.54 0.90 0.54 0.90 0 0 0
1738332044.6123 0.55 0.91 0.54 0.90 0 0 0
1738332044.6184 0.50 1.03 0.54 0.90 0 0 0
1738332044.6228 0.52 1.20 0.54 0.90 0 0 0
1738332044.6278 0.56 1.19 0.54 0.90 0 0 0
1738332044.6334 0.60 1.10 0.54 0.90 0 0 0
1738332044.6355 0.60 1.10 0.60 1.10 0 0 0
1738332044.6378 0.62 1.07 0.60 1.10 0 0 0
1738332044.6428 0.66 1.01 0.60 1.10 0 0 0
1738332044.6484 0.69 0.96 0.60 1.10 0 0 0
1738332044.6522 0.72 1.04 0.60 1.10 0 0 0
1738332044.6578 0.74 1.02 0.60 1.10 0 0 0
1738332044.6603 0.74 1.02 0.74 1.00 0 0 0
1738332044.6628 0.77 0.95 0.74 1.00 0 0 0
1738332044.6672 0.80 0.98 0.74 1.00 0 0 0
1738332044.6727 0.83 1.00 0.74 1.00 0 0 0
1738332044.6782 0.85 1.04 0.74 1.00 0 0 0
1738332044.6821 0.88 1.09 0.74 1.00 0 0 0
1738332044.6851 0.88 1.09 0.88 1.10 0 0 0
1738332044.6877 0.90 1.20 0.88 1.10 0 0 0
1738332044.6938 0.93 1.24 0.88 1.10 0 0 0
1738332044.6982 0.95 1.23 0.88 1.10 0 0 0
1738332044.7032 0.98 1.26 0.88 1.10 0 0 0
